Rpeaks,type,sampling_rate
25,+,25
70,N,45
550,N,480
1021,N,471
1498,N,477
1925,N,427
2340,N,415
2821,N,481
3259,N,438
3667,N,408
4154,N,487
4630,N,476
5071,N,441
5594,N,523
6073,N,479
6510,N,437
6991,N,481
7474,N,483
7920,N,446
8409,N,489
8892,N,483
9326,N,434
9793,N,467
10273,N,480
10713,N,440
11198,N,485
11681,N,483
12145,N,464
12635,N,490
13114,N,479
13530,N,416
13992,N,462
14438,N,446
14848,N,410
15276,N,428
15721,N,445
16111,N,390
16512,N,401
16948,N,436
17352,N,404
17739,N,387
18194,N,455
18620,N,426
19026,N,406
19492,N,466
19915,N,423
20318,N,403
20754,N,436
21165,N,411
21554,N,389
22001,N,447
22456,N,455
22873,N,417
23322,N,449
23759,N,437
24174,N,415
24617,N,443
25061,N,444
25465,N,404
25914,N,449
26350,N,436
26746,N,396
27120,N,374
27476,N,356
27840,N,364
28200,N,360
28541,N,341
28909,N,368
29289,N,380
29659,N,370
30066,N,407
30544,N,478
31001,N,457
31471,N,470
31933,N,462
32365,N,432
32799,N,434
33257,N,458
33674,N,417
34101,N,427
34546,N,445
34953,N,407
35373,N,420
35877,N,504
36304,N,427
36712,N,408
37217,N,505
37643,N,426
38031,N,388
38394,N,363
38743,N,349
39103,N,360
39480,N,377
39843,N,363
40226,N,383
40625,N,399
41017,N,392
41512,N,495
42010,N,498
42492,N,482
42985,N,493
43420,N,435
43864,N,444
44331,N,467
44751,N,420
45142,N,391
45560,N,418
46008,N,448
46429,N,421
46874,N,445
47332,N,458
47700,N,368
48066,N,366
48433,N,367
48813,N,380
49339,N,526
49807,N,468
50288,N,481
50766,N,478
51212,N,446
51683,N,471
52162,N,479
52587,N,425
53077,N,490
53545,N,468
53959,N,414
54398,N,439
54867,N,469
55297,N,430
55715,N,418
56185,N,470
56566,N,381
56947,N,381
57343,N,396
57762,N,419
58304,N,542
58809,N,505
59267,N,458
59747,N,480
60202,N,455
60639,N,437
61109,N,470
61538,N,429
61934,N,396
62358,N,424
62773,N,415
63168,N,395
63566,N,398
64063,N,497
64537,N,474
64939,N,402
65416,N,477
65872,N,456
66256,N,384
66621,N,365
66990,N,369
67346,N,356
67717,N,371
68228,N,511
68704,N,476
69206,N,502
69679,N,473
70151,N,472
70650,N,499
71094,N,444
71529,N,435
72010,N,481
72463,N,453
72885,N,422
73328,N,443
73741,N,413
74135,N,394
74599,N,464
75008,N,409
75378,N,370
75759,N,381
76128,N,369
76633,N,505
77109,N,476
77576,N,467
78072,N,496
78529,N,457
78983,N,454
79430,N,447
79838,N,408
80298,N,460
80728,N,430
81137,N,409
81557,N,420
82010,N,453
82405,N,395
82803,N,398
83171,N,368
83526,N,355
83903,N,377
84267,N,364
84654,N,387
85145,N,491
85614,N,469
86105,N,491
86590,N,485
87025,N,435
87455,N,430
87920,N,465
88346,N,426
88779,N,433
89228,N,449
89653,N,425
90069,N,416
90543,N,474
90975,N,432
91383,N,408
91828,N,445
92286,N,458
92700,N,414
93193,N,493
93628,N,435
94038,N,410
94490,N,452
94939,N,449
95347,N,408
95799,N,452
96244,N,445
96652,N,408
97105,N,453
97505,N,400
97882,N,377
98251,N,369
98606,N,355
98970,N,364
99325,N,355
99686,N,361
100046,N,360
100410,N,364
100915,N,505
101373,N,458
101842,N,469
102338,N,496
102792,N,454
103270,N,478
103768,N,498
104211,N,443
104662,N,451
105119,N,457
