Rpeaks,type,sampling_rate
44,+,44
161,N,117
518,N,357
850,N,332
1211,N,361
1629,N,418
1977,N,348
2327,N,350
2699,N,372
3065,N,366
3406,N,341
3737,N,331
4114,N,377
4488,N,374
4823,N,335
5179,N,356
5519,N,340
5845,N,326
6161,N,316
6497,N,336
6857,N,360
7180,N,323
7496,N,316
7836,N,340
8185,N,349
8518,N,333
8830,N,312
9164,N,334
9498,N,334
9841,N,343
10158,N,317
10492,N,334
10828,N,336
11158,N,330
11473,N,315
11790,N,317
12113,N,323
12429,N,316
12735,N,306
13087,N,352
13423,N,336
13734,N,311
14088,N,354
14470,N,382
14809,N,339
15190,N,381
15600,N,410
15964,N,364
16318,N,354
16695,N,377
17071,N,376
17426,N,355
17787,N,361
18163,N,376
18518,N,355
18864,N,346
19216,N,352
19568,N,352
19882,N,314
20203,N,321
20539,N,336
20875,N,336
21175,N,300
21488,N,313
21832,N,344
22169,N,337
22519,N,350
22878,N,359
23219,N,341
23541,N,322
23872,N,331
24236,N,364
24565,N,329
24917,N,352
25285,N,368
25659,N,374
26012,N,353
26374,N,362
26733,N,359
27069,N,336
27383,N,314
27709,N,326
28036,N,327
28355,N,319
28665,N,310
28986,N,321
29353,N,367
29673,N,320
30003,N,330
30353,N,350
30694,N,341
31030,N,336
31381,N,351
31766,N,385
32109,N,343
32451,N,342
32797,N,346
33145,N,348
33471,N,326
33811,N,340
34161,N,350
34510,N,349
34828,N,318
35197,N,369
35542,N,345
35866,N,324
36233,N,367
36608,N,375
36924,N,316
37251,N,327
37633,N,382
38010,N,377
38334,N,324
38702,N,368
39097,N,395
39435,N,338
39773,N,338
40136,N,363
40502,N,366
40822,N,320
41156,N,334
41514,N,358
41843,N,329
42146,N,303
42464,N,318
42808,N,344
43133,N,325
43452,N,319
43800,N,348
44155,N,355
44477,N,322
44821,N,344
45189,N,368
45524,N,335
45860,N,336
46244,N,384
46607,N,363
46924,N,317
47235,N,311
47565,N,330
47877,N,312
48192,N,315
48522,N,330
48860,N,338
49190,N,330
49538,N,348
49892,N,354
50223,N,331
50545,N,322
50915,N,370
51272,N,357
51600,N,328
51945,N,345
52314,N,369
52642,N,328
52953,N,311
53284,N,331
53612,N,328
53913,N,301
54223,N,310
54557,N,334
54885,N,328
55196,N,311
55526,N,330
55925,N,399
56279,N,354
56613,N,334
56983,N,370
57330,N,347
57638,N,308
57981,N,343
58380,N,399
58725,N,345
59066,N,341
59429,N,363
59782,N,353
60091,N,309
60429,N,338
60777,N,348
61124,N,347
61439,N,315
61773,N,334
62143,N,370
62476,N,333
62779,N,303
63133,N,354
63514,N,381
63846,N,332
64188,N,342
64566,N,378
64925,N,359
65238,N,313
65548,N,310
65863,N,315
66178,N,315
66476,N,298
66793,N,317
67139,N,346
67465,N,326
67800,N,335
68231,N,431
68602,N,371
68974,N,372
69355,N,381
69737,N,382
70095,N,358
70470,N,375
70840,N,370
71194,N,354
71568,N,374
71938,N,370
72307,N,369
72658,N,351
73016,N,358
73380,N,364
73725,N,345
74078,N,353
74435,N,357
74798,N,363
75132,N,334
75469,N,337
75833,N,364
76194,N,361
