Rpeaks,type,sampling_rate
36,+,36
73,/,37
316,/,243
615,/,299
901,/,286
1188,/,287
1477,f,289
1749,f,272
2062,/,313
2361,/,299
2651,/,290
2942,/,291
3232,/,290
3522,f,290
3796,f,274
4102,/,306
4407,/,305
4704,/,297
4995,/,291
5281,/,286
5569,f,288
5873,f,304
6143,/,270
6451,/,308
6744,/,293
7042,/,298
7332,/,290
7556,~,224
7619,f,63
7921,f,302
8184,/,263
8496,/,312
8765,~,269
8794,/,29
9088,/,294
9378,/,290
9678,f,300
9951,f,273
10232,/,281
10533,/,301
10839,/,306
11135,/,296
11434,f,299
11725,f,291
12040,f,315
12287,/,247
12575,/,288
12885,/,310
13185,/,300
13479,/,294
13783,f,304
14059,f,276
14339,/,280
14617,/,278
14930,/,313
15233,/,303
15525,/,292
15816,f,291
16118,f,302
16390,/,272
16671,/,281
16967,/,296
17274,/,307
17571,/,297
17869,/,298
18171,f,302
18444,f,273
18724,/,280
19008,/,284
19318,/,310
19616,/,298
19910,/,294
20189,f,279
20492,f,303
20804,f,312
21056,/,252
21362,/,306
21668,/,306
21959,/,291
22109,~,150
22249,/,140
22390,+,141
22532,Q,142
22828,Q,296
23101,Q,273
23249,+,148
23398,/,149
23701,/,303
23890,~,189
23998,/,108
24300,/,302
24590,/,290
24877,f,287
25178,f,301
25440,/,262
25747,/,307
26048,/,301
26341,/,293
26634,/,293
26926,/,292
27184,N,258
27489,f,305
27778,f,289
28084,/,306
28380,/,296
28675,/,295
28963,/,288
29250,/,287
29519,f,269
29812,f,293
30144,f,332
30421,f,277
30719,/,298
31012,/,293
31302,/,290
31580,/,278
31861,/,281
32168,/,307
32306,+,138
32445,N,139
32734,N,289
33059,f,325
33332,f,273
33475,+,143
33618,/,143
33896,/,278
34194,/,298
34498,/,304
34794,/,296
35091,/,297
35359,N,268
35661,f,302
35938,f,277
36225,/,287
36529,/,304
36827,/,298
36949,~,122
37123,/,174
37417,/,294
37709,/,292
37977,N,268
38278,f,301
38574,/,296
38872,/,298
39165,/,293
39462,/,297
39754,/,292
40039,/,285
40302,N,263
40607,f,305
40910,f,303
41089,~,179
41210,/,121
41511,/,301
41802,/,291
42136,/,334
42372,/,236
42651,/,279
42952,f,301
43244,N,292
43556,f,312
43843,f,287
44140,/,297
44421,/,281
44698,/,277
45002,/,304
45306,/,304
45600,/,294
45897,/,297
46180,f,283
46456,N,276
46745,f,289
47033,f,288
47340,/,307
47636,/,296
47938,/,302
48232,/,294
48526,/,294
48806,/,280
49085,/,279
49391,/,306
49684,f,293
49934,N,250
50247,f,313
50557,f,310
50820,f,263
51008,~,188
51097,f,89
51394,/,297
51697,/,303
51994,/,297
52295,/,301
52496,~,201
52587,/,91
52875,/,288
53154,/,279
53436,/,282
53739,/,303
54035,/,296
54165,+,130
54295,N,130
54584,N,289
54879,N,295
55173,f,294
55464,f,291
55776,f,312
56050,f,274
56199,+,149
56348,/,149
56644,/,296
56800,~,156
56938,/,138
57226,/,288
57504,/,278
57791,/,287
58094,/,303
58391,/,297
58530,+,139
58669,N,139
58951,N,282
59265,f,314
59536,f,271
59668,~,132
59676,+,8
59816,/,140
60122,/,306
60421,/,299
60607,~,186
60712,/,105
60865,~,153
61011,/,146
61307,/,296
61589,/,282
61755,~,166
61855,f,100
62126,N,271
62458,f,332
62737,f,279
63040,/,303
63333,/,293
63623,/,290
63905,/,282
64188,/,283
64487,/,299
64785,/,298
64921,+,136
65057,N,136
65189,~,132
65335,N,146
65652,f,317
65950,f,298
66205,f,255
66356,+,151
66508,/,152
66808,/,300
67045,~,237
67099,/,54
67398,/,299
67695,/,297
67979,/,284
68260,/,281
68552,/,292
68848,/,296
69131,/,283
69316,~,185
69450,/,134
69577,+,127
69704,N,127
69994,N,290
70279,f,285
70562,f,283
70867,f,305
71170,f,303
71472,f,302
71770,f,298
72073,f,303
72360,f,287
72635,f,275
72934,f,299
73231,f,297
73527,f,296
73830,f,303
74120,f,290
74409,f,289
74680,f,271
74857,~,177
74961,Q,104
75259,Q,298
75552,f,293
75774,~,222
75849,f,75
76074,~,225
76146,f,72
76428,N,282
76700,N,272
76968,N,268
77257,N,289
77548,N,291
77656,~,108
77838,N,182
78133,N,295
78425,N,292
78707,N,282
78983,N,276
79260,N,277
79387,~,127
79554,N,167
